tile,target,LOCAL,GLOBAL,FOREST,TARGET
S2A_MSIL1C_20201115T162541_N0209_R040_T16PCC_20201115T183321_resampled_msk,Foam,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201115T162541_N0209_R040_T16PCC_20201115T183321_resampled_msk,Turbid Water,0.0,0.0,0.0,67566.27252051522
S2A_MSIL1C_20201115T162541_N0209_R040_T16PCC_20201115T183321_resampled_msk,Shallow Water,0.0,0.0,0.0,6612.159076966238
S2A_MSIL1C_20201115T162541_N0209_R040_T16PCC_20201115T183321_resampled_msk,Waves,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201115T162541_N0209_R040_T16PCC_20201115T183321_resampled_msk,Cloud Shadows,0.0,0.0,0.0,61812.04500001374
S2A_MSIL1C_20201115T162541_N0209_R040_T16PCC_20201115T183321_resampled_msk,Wakes,1825.0140262498523,2219.4761684581076,391.2146212390792,4572.048790500678
S2A_MSIL1C_20201115T162541_N0209_R040_T16PCC_20201115T183321_resampled_msk,Mixed Water,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Marine Debris,1189.9285891776422,1189.9285891776422,1189.9285891776422,1189.9285891783568
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Dense Sargassum,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Sparse Sargassum,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Natural Organic Material,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Ship,3999.165036870949,3999.165036870949,3367.868162575235,3999.1650368696532
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Clouds,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Marine Water,130.36701899427564,145.71550873500004,0.0,7225.534836635332
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Sediment-Laden Water,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Foam,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Turbid Water,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Shallow Water,6917.401940701046,7002.110845503147,1413.3322068858529,9092.923686858738
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Waves,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Cloud Shadows,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Wakes,173.88846899318548,205.45202593525732,86.21448804792988,263.7292237601417
S2A_MSIL1C_20201214T152641_N0209_R025_T18QYF_20201214T171649_resampled_msk,Mixed Water,114.50787733241896,114.50787733241896,114.50787733241896,133.14579527217435
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Marine Debris,852.3086326553972,852.3086326553972,852.3086326553972,852.3086326522466
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Dense Sargassum,88.68494951964577,88.68494951964577,88.68494951964577,88.68494951941526
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Sparse Sargassum,2054.189200208983,2164.6246857054134,2164.6246857054134,2265.231687427271
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Natural Organic Material,3114.957961786407,3114.957961786407,2425.433801019162,3114.957961782616
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Ship,8534.150260776978,8534.150260776978,8534.150260776978,8534.150260775075
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Clouds,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Marine Water,118.39857204668593,118.39857204668593,71.99036199195116,1434.2345459477483
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Sediment-Laden Water,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Foam,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Turbid Water,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Shallow Water,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Waves,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Cloud Shadows,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Wakes,0.0,0.0,0.0,0.0
S2A_MSIL1C_20201015T152651_N0209_R025_T18QYF_20201015T171701_resampled_msk,Mixed Water,34.04309315416896,34.04309315416896,0.0,34.04309315416896
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Marine Debris,469.4941572115398,469.4941572115398,469.4941572115398,469.49415721081914
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Dense Sargassum,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Sparse Sargassum,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Natural Organic Material,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Ship,3776.170244631368,3776.170244631368,3776.170244631368,3776.170244632512
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Clouds,0.0,0.0,0.0,420701.58592676226
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Marine Water,195.00424869144683,195.00424869144683,93.5712981020169,2708.589472952446
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Sediment-Laden Water,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Foam,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Turbid Water,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Shallow Water,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Waves,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Cloud Shadows,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Wakes,0.0,0.0,0.0,0.0
S2B_MSIL1C_20201020T152639_N0209_R025_T18QYF_20201020T171805_resampled_msk,Mixed Water,30.990316902306404,30.990316902306404,12.988992486291636,73.62461054308895
